english,singular,plural,article,noun,x,y,possessive,croatian
Noise,Das Geräusch,Die Geräusche,Das,Geräusch,geräusch,2,Mein Geräusch,Moja buka
Park,Der Park,Die Parks,Der,Park,park,0,Mein Park,Moj park
South,Der Süden,-,Der,Süden,süden,0,Mein Süden,Moj jug
Pair,Das Paar,Die Paare,Das,Paar,paar,2,Mein Paar,Moj par
Lord,Der Herr,Die Herren,Der,Herr,herr,0,Mein Herr,Gospodaru
Plate,Der Teller,Die Teller,Der,Teller,teller,0,Mein Teller,Moj tanjur
Jacket,Die Jacke,Die Jacken,Die,Jacke,jacke,1,Meine Jacke,Moja jakna
Help,Die Hilfe,Die Hilfen,Die,Hilfe,hilfe,1,Meine Hilfe,Moja pomoć
Daddy,Der Papa,Die Papas,Der,Papa,papa,0,Mein Papa,Moj tata
Grass,Das Gras,Die Gräser,Das,Gras,gras,2,Mein Gras,Moja trava
Thanks,Der Dank,Die Danksagungen,Der,Dank,dank,0,Mein Dank,Moja hvala
Heat,Die Hitze,-,Die,Hitze,hitze,1,Meine Hitze,Moja vrućina
Sleep,Der Schlaf,-,Der,Schlaf,schlaf,0,Mein Schlaf,Moj san
Brain,Das Gehirn,Die Gehirne,Das,Gehirn,gehirn,2,Mein Gehirn,Moj mozak
Service,Der Service,Die Services,Der,Service,service,0,Mein Service,Moja usluga
Trip,Die Reise,Die Reisen,Die,Reise,reise,1,Meine Reise,Moje putovanje
Beat,Der Schlag,Die Schläge,Der,Schlag,schlag,0,Mein Schlag,Moje potkrovlje
Knife,Das Messer,Die Messer,Das,Messer,messer,2,Mein Messer,Moj nož
Spot,Der Fleck,Die Flecken,Der,Fleck,fleck,0,Mein Fleck,Moja mrlja
Message,Die Nachricht,Die Nachrichten,Die,Nachricht,nachricht,1,Meine Nachricht,Moja poruka
Mark,Das Zeichen,Die Zeichen,Das,Zeichen,zeichen,2,Mein Zeichen,Moj znak
Teacher,Der Lehrer,Die Lehrer,Der,Lehrer,lehrer,0,Mein Lehrer,Moj učitelj
Gaze,Der Blick,Die Blicke,Der,Blick,blick,0,Mein Blick,Moj pogled
Village,Das Dorf,Die Dörfer,Das,Dorf,dorf,2,Mein Dorf,Moje selo
Winter,Der Winter,Die Winter,Der,Winter,winter,0,Mein Winter,Moja zima
Front,Die Front,Die Fronten,Die,Front,front,1,Meine Front,Moja prednja strana
Law,Das Gesetz,Die Gesetze,Das,Gesetz,gesetz,2,Mein Gesetz,Moj zakon
Surface,Die Oberfläche,Die Oberflächen,Die,Oberfläche,oberfläche,1,Meine Oberfläche,Moje sučelje
Bank,Die Bank,Die Banken,Die,Bank,bank,1,Meine Bank,Moja banka
Team,Das Team,Die Teams,Das,Team,team,2,Mein Team,Moj tim
Maximum,Das Maximum,Die Maxima,Das,Maximum,maximum,2,Mein Maximum,Moj maksimum
Position,Die Position,Die Positionen,Die,Position,position,1,Meine Position,Moja pozicija
Stomach,Der Magen,Die Mägen,Der,Magen,magen,0,Mein Magen,Moj želudac
Turn,Die Wende,-,Die,Wende,wende,1,Meine Wende,Moj preokret
West,Der Westen,-,Der,Westen,westen,0,Mein Westen,Moj Zapad
Lunch,Das Mittagessen,Die Mittagessen,Das,Mittagessen,mittagessen,2,Mein Mittagessen,Moj ručak
Change,Die Veränderung,Die Veränderungen,Die,Veränderung,veränderung,1,Meine Veränderung,Moja promjena
Creature,Das Lebewesen,Die Lebewesen,Das,Lebewesen,lebewesen,2,Mein Lebewesen,Moje živo biće
Soul,Die Seele,Die Seelen,Die,Seele,seele,1,Meine Seele,Moja duša
Leaf,Das Blatt,Die Blätter,Das,Blatt,blatt,2,Mein Blatt,Moj list
Show,Die Show,Die Shows,Die,Show,show,1,Meine Show,Moja emisija
Gate,Das Tor,Die Tore,Das,Tor,tor,2,Mein Tor,Moja vrata
Palm,Die Palme,Die Palmen,Die,Palme,palme,1,Meine Palme,Moja palma
Plastic,Das Plastik,-,Das,Plastik,plastik,2,Mein Plastik,Moja plastika
Force,Die Kraft,Die Kräfte,Die,Kraft,kraft,1,Meine Kraft,Moja moć
Beach,Der Strand,Die Strände,Der,Strand,strand,0,Mein Strand,Moja plaža
President,Der Präsident,Die Präsidenten,Der,Präsident,präsident,0,Mein Präsident,Moj predsjednik
Shape,Die Form,Die Formen,Die,Form,form,1,Meine Form,Moj obrazac
Smoke,Der Rauch,Die Rauch,Der,Rauch,rauch,0,Mein Rauch,Moj dim
Wheel,Das Rad,Die Räder,Das,Rad,rad,2,Mein Rad,Moj bicikl
Silver,Das Silber,-,Das,Silber,silber,2,Mein Silber,Moje srebro
Roof,Das Dach,Die Dächer,Das,Dach,dach,2,Mein Dach,Moj krov
Weight,Das Gewicht,Die Gewichte,Das,Gewicht,gewicht,2,Mein Gewicht,Moja težina
Tongue,Die Zunge,Die Zungen,Die,Zunge,zunge,1,Meine Zunge,Moj jezik
Tea,Der Tee,Die Tees,Der,Tee,tee,0,Mein Tee,Moj čaj
Track,Die Strecke,Die Strecken,Die,Strecke,strecke,1,Meine Strecke,Moja ruta
Angle,Der Winkel,Die Winkel,Der,Winkel,winkel,0,Mein Winkel,Moj kut
Form,Die Form,Die Formen,Die,Form,form,1,Meine Form,Moj obrazac
Tone,Der Ton,Die Töne,Der,Ton,ton,0,Mein Ton,Moj ton
Circle,Der Kreis,Die Kreise,Der,Kreis,kreis,0,Mein Kreis,Moj krug
Spring,Der Frühling,Die Frühlinge,Der,Frühling,frühling,0,Mein Frühling,Moje proljeće
Porch,Die Veranda,Die Veranden,Die,Veranda,veranda,1,Meine Veranda,Moj trijem
Sheet,Das Blatt,Die Blätter,Das,Blatt,blatt,2,Mein Blatt,Moj list
Member,Das Mitglied,Die Mitglieder,Das,Mitglied,mitglied,2,Mein Mitglied,Moj član
Pool,Der Pool,Die Pools,Der,Pool,pool,0,Mein Pool,Moj bazen
Need,Das Bedürfnis,Die Bedürfnisse,Das,Bedürfnis,bedürfnis,2,Mein Bedürfnis,Moja potreba
Hope,Die Hoffnung,Die Hoffnungen,Die,Hoffnung,hoffnung,1,Meine Hoffnung,Moja nada
Lake,Der See,Die Seen,Der,See,see,0,Mein See,Moje jezero
Breast,Die Brust,Die Brüste,Die,Brust,brust,1,Meine Brust,Moja prsa
Surprise,Die Überraschung,Die Überraschungen,Die,Überraschung,überraschung,1,Meine Überraschung,Moje iznenađenje
Interest,Das Interesse,-,Das,Interesse,interesse,2,Mein Interesse,Moj interes
Bottom,Der Boden,Die Böden,Der,Boden,boden,0,Mein Boden,Moj kat
Spirit,Der Geist,Die Geister,Der,Geist,geist,0,Mein Geist,Moj duh
Block,Der Block,Die Blöcke,Der,Block,block,0,Mein Block,Moj blok
Language,Die Sprache,Die Sprachen,Die,Sprache,sprache,1,Meine Sprache,Moj jezik
Bridge,Die Brücke,Die Brücken,Die,Brücke,brücke,1,Meine Brücke,Moj most
Dust,Der Staub,-,Der,Staub,staub,0,Mein Staub,Moja prašina
Cell,Die Zelle,Die Zellen,Die,Zelle,zelle,1,Meine Zelle,Moja ćelija
Wine,Der Wein,Die Weine,Der,Wein,wein,0,Mein Wein,Moje vino
Boot,Der Stiefel,Die Stiefel,Der,Stiefel,stiefel,0,Mein Stiefel,Moja čizma
Choice,Die Wahl,Die Wahlen,Die,Wahl,wahl,1,Meine Wahl,Moj izbor
Row,Die Reihe,Die Reihen,Die,Reihe,reihe,1,Meine Reihe,Moja serija
Talk,Das Gespräch,Die Gespräche,Das,Gespräch,gespräch,2,Mein Gespräch,Moj razgovor
Plane,Das Flugzeug,Die Flugzeuge,Das,Flugzeug,flugzeug,2,Mein Flugzeug,Moj avion
Watch,Die Uhr,Die Uhren,Die,Uhr,uhr,1,Meine Uhr,Moj sat
Information,Die Information,Die Informationen,Die,Information,information,1,Meine Information,Moji podaci
Grandmother,Die Großmutter,-,Die,Großmutter,großmutter,1,Meine Großmutter,Moja baka
Wing,Der Flügel,Die Flügel,Der,Flügel,flügel,0,Mein Flügel,Moje krilo
Bob,Der Bob,Die Bobs,Der,Bob,bob,0,Mein Bob,Moj Bob
Club,Der Club,Die Clubs,Der,Club,club,0,Mein Club,Moj klub
Master,Der Meister,Die Meister,Der,Meister,meister,0,Mein Meister,Moj gospodar
Grace,Die Gnade,Die Gnaden,Die,Gnade,gnade,1,Meine Gnade,Moja milosti
Forest,Der Wald,Die Wälder,Der,Wald,wald,0,Mein Wald,Moja šuma
Size,Die Größe,Die Größen,Die,Größe,größe,1,Meine Größe,Moja veličina
Set,Der Satz,Die Sätze,Der,Satz,satz,0,Mein Satz,Moja rečenica
Marriage,Die Ehe,Die Ehen,Die,Ehe,ehe,1,Meine Ehe,Moj brak
Forehead,Die Stirn,Die Stirnen,Die,Stirn,stirn,1,Meine Stirn,Moje čelo
Storm,Der Sturm,Die Stürme,Der,Sturm,sturm,0,Mein Sturm,Moja oluja
Doorway,Der Durchgang,Die Durchgänge,Der,Durchgang,durchgang,0,Mein Durchgang,Moj odlomak
Situation,Die Situation,Die Situationen,Die,Situation,situation,1,Meine Situation,Moja situacija
Counter,Die Theke,Die Theken,Die,Theke,theke,1,Meine Theke,Moj brojač
Neighbor,Der Nachbar,Die Nachbarn,Der,Nachbar,nachbar,0,Mein Nachbar,Moj susjed
Photo,Das Foto,Die Fotos,Das,Foto,foto,2,Mein Foto,Moja fotografija
Stage,Die Bühne,Die Bühnen,Die,Bühne,bühne,1,Meine Bühne,Moja pozornica
Meeting,Das Treffen,Die Treffen,Das,Treffen,treffen,2,Mein Treffen,Moj sastanak
Nurse,Die Krankenschwester,Die Krankenschwestern,Die,Krankenschwester,krankenschwester,1,Meine Krankenschwester,Moja medicinska sestra
Security,Die Sicherheit,Die Sicherheiten,Die,Sicherheit,sicherheit,1,Meine Sicherheit,Moja sigurnost
Weapon,Die Waffe,Die Waffen,Die,Waffe,waffe,1,Meine Waffe,Moje oružje
Event,Das Ereignis,Die Ereignisse,Das,Ereignis,ereignis,2,Mein Ereignis,Moj događaj
Ceiling,Die Decke,Die Decken,Die,Decke,decke,1,Meine Decke,Moja deka
Engine,Der Motor,Die Motoren,Der,Motor,motor,0,Mein Motor,Moj motor
Gift,Das Geschenk,Die Geschenke,Das,Geschenk,geschenk,2,Mein Geschenk,Moj dar
Restaurant,Das Restaurant,Die Restaurants,Das,Restaurant,restaurant,2,Mein Restaurant,Moj restoran
Board,Das Brett,Die Bretter,Das,Brett,brett,2,Mein Brett,Moja ploča
Hallway,Der Flur,Die Flure,Der,Flur,flur,0,Mein Flur,Moj hodnik
Army,Die Armee,-,Die,Armee,armee,1,Meine Armee,Moja vojska
Effort,Der Aufwand,Die Aufwände,Der,Aufwand,aufwand,0,Mein Aufwand,Moj trud
East,Der Osten,-,Der,Osten,osten,0,Mein Osten,Moj Istok
Agent,Der Agent,Die Agenten,Der,Agent,agent,0,Mein Agent,Moj agent
Future,Die Zukunft,Die Zukunft,Die,Zukunft,zukunft,1,Meine Zukunft,Moja budućnost
Pant,Die Hose,Die Hosen,Die,Hose,hose,1,Meine Hose,Moje hlače
Leather,Das Leder,-,Das,Leder,leder,2,Mein Leder,Moja koža
Flight,Der Flug,Die Flüge,Der,Flug,flug,0,Mein Flug,Moj let
Sex,Der Sex,-,Der,Sex,sex,0,Mein Sex,Moj spol
Court,Das Gericht,Die Gerichte,Das,Gericht,gericht,2,Mein Gericht,Moje jelo
Course,Der Kurs,Die Kurse,Der,Kurs,kurs,0,Mein Kurs,Moj tečaj
Dirt,Der Schmutz,-,Der,Schmutz,schmutz,0,Mein Schmutz,Moja prljavština
Egg,Das Ei,Die Eier,Das,Ei,ei,2,Mein Ei,Moje jaje
Chin,Das Kinn,Die Kinne,Das,Kinn,kinn,2,Mein Kinn,Moja brada
Stranger,Der Fremde,Die Fremden,Der,Fremde,fremde,0,Mein Fremde,Moj stranac
Pleasure,Das Vergnügen,Die Vergnügen,Das,Vergnügen,vergnügen,2,Mein Vergnügen,Drago mi je
Detail,Das Detail,Die Details,Das,Detail,detail,2,Mein Detail,Moj detalj
Crew,Die Besatzung,Die Besatzungen,Die,Besatzung,besatzung,1,Meine Besatzung,Moja posada
Fall,Der Herbst,Die Fälle,Der,Herbst,herbst,0,Mein Herbst,Moja jesen
Guest,Der Gast,Die Gäste,Der,Gast,gast,0,Mein Gast,Moj gost
Experience,Die Erfahrung,Die Erfahrungen,Die,Erfahrung,erfahrung,1,Meine Erfahrung,Moje iskustvo
Joke,Der Witz,Die Witze,Der,Witz,witz,0,Mein Witz,Moja šala
Sand,Der Sand,-,Der,Sand,sand,0,Mein Sand,Moj pijesak
Fist,Die Faust,Die Fäuste,Die,Faust,faust,1,Meine Faust,Moja šaka
Action,Die Aktion,Die Aktionen,Die,Aktion,aktion,1,Meine Aktion,Moja akcija
Walk,Der Spaziergang,Die Spaziergänge,Der,Spaziergang,spaziergang,0,Mein Spaziergang,Moja šetnja
Wedding,Die Hochzeit,Die Hochzeiten,Die,Hochzeit,hochzeit,1,Meine Hochzeit,Moje vjenčanje
Deal,Das Geschäft,Die Geschäfte,Das,Geschäft,geschäft,2,Mein Geschäft,Moj posao
Nature,Die Natur,-,Die,Natur,natur,1,Meine Natur,Moja priroda
Planet,Der Planet,Die Planeten,Der,Planet,planet,0,Mein Planet,Moj planet
Cousin,Der Cousin,Die Cousins,Der,Cousin,cousin,0,Mein Cousin,Moj rođak
Movement,Die Bewegung,Die Bewegungen,Die,Bewegung,bewegung,1,Meine Bewegung,Moj pokret
Flesh,Das Fleisch,-,Das,Fleisch,fleisch,2,Mein Fleisch,Moje tijelo
Record,Der Rekord,Die Rekorde,Der,Rekord,rekord,0,Mein Rekord,Moj rekord
Camp,Das Lager,Die Lager,Das,Lager,lager,2,Mein Lager,Moje skladište
Newspaper,Die Zeitung,Die Zeitungen,Die,Zeitung,zeitung,1,Meine Zeitung,Moje novine
Ray,Der Strahl,Die Strahlen,Der,Strahl,strahl,0,Mein Strahl,Moja zraka
Human,Der Mensch,Die Menschen,Der,Mensch,mensch,0,Mein Mensch,Moj čovjek
Couch,Die Couch,Die Couches,Die,Couch,couch,1,Meine Couch,Moj kauč
Motion,Die Bewegung,Die Bewegungen,Die,Bewegung,bewegung,1,Meine Bewegung,Moj pokret
Grandfather,Der Großvater,Die Großväter,Der,Großvater,großvater,0,Mein Großvater,Moj djed
Photograph,Das Foto,Die Fotos,Das,Foto,foto,2,Mein Foto,Moja fotografija
Secret,Das Geheimnis,Die Geheimnisse,Das,Geheimnis,geheimnis,2,Mein Geheimnis,Moja tajna
Beauty,Die Schönheit,Die Schönheiten,Die,Schönheit,schönheit,1,Meine Schönheit,Moja ljepota
Presence,Die Anwesenheit,-,Die,Anwesenheit,anwesenheit,1,Meine Anwesenheit,Moja prisutnost
Bell,Die Glocke,Die Glocken,Die,Glocke,glocke,1,Meine Glocke,Moje zvono
Folk,Das Volk,-,Das,Volk,volk,2,Mein Volk,Moji ljudi
Button,Der Knopf,Die Knöpfe,Der,Knopf,knopf,0,Mein Knopf,Moj gumb
List,Die Liste,Die Listen,Die,Liste,liste,1,Meine Liste,Moj popis
Level,Das Level,Die Level,Das,Level,level,2,Mein Level,Moja razina
Date,Das Datum,Die Daten,Das,Datum,datum,2,Mein Datum,Moj spoj
Subject,Das Fach,Die Fächer,Das,Fach,fach,2,Mein Fach,Moja tema
Difference,Der Unterschied,Die Unterschiede,Der,Unterschied,unterschied,0,Mein Unterschied,Moja razlika
Pause,Die Pause,Die Pausen,Die,Pause,pause,1,Meine Pause,Moja pauza
Van,Der Lieferwagen,Die Lieferwagen,Der,Lieferwagen,lieferwagen,0,Mein Lieferwagen,Moj kombi
Blade,Die Klinge,Die Klingen,Die,Klinge,klinge,1,Meine Klinge,Moja oštrica
Television,Das Fernsehen,Die Fernseher,Das,Fernsehen,fernsehen,2,Mein Fernsehen,Moj TV
Cover,Die Abdeckung,Die Abdeckungen,Die,Abdeckung,abdeckung,1,Meine Abdeckung,Moja pokrivenost
Past,Die Vergangenheit,-,Die,Vergangenheit,vergangenheit,1,Meine Vergangenheit,Moja prošlost
Farm,Die Farm,Die Farmen,Die,Farm,farm,1,Meine Farm,Moja farma
Lap,Der Schoß,Die Schoß,Der,Schoß,schoß,0,Mein Schoß,Moja maternica
Band,Die Band,Die Bands,Die,Band,band,1,Meine Band,Moj bend
Lawyer,Der Anwalt,Die Anwälte,Der,Anwalt,anwalt,0,Mein Anwalt,Moj odvjetnik
Magazine,Das Magazin,Die Magazine,Das,Magazin,magazin,2,Mein Magazin,Moj časopis
Branch,Der Ast,Die Äste,Der,Ast,ast,0,Mein Ast,Moja podružnica
Frame,Der Rahmen,Die Rahmen,Der,Rahmen,rahmen,0,Mein Rahmen,Moj okvir
Deck,Das Deck,Die Decks,Das,Deck,deck,2,Mein Deck,Moj špil
Effect,Die Wirkung,Die Wirkungen,Die,Wirkung,wirkung,1,Meine Wirkung,Moj utjecaj
Dance,Der Tanz,Die Tänze,Der,Tanz,tanz,0,Mein Tanz,Moj ples
Vision,Die Vision,Die Visionen,Die,Vision,vision,1,Meine Vision,Moja vizija
Ghost,Das Geist,Die Geister,Das,Geist,geist,2,Mein Geist,Moj duh
Ass,Der Hintern,Die Hintern,Der,Hintern,hintern,0,Mein Hintern,Moja guza
Character,Der Charakter,Die Charaktere,Der,Charakter,charakter,0,Mein Charakter,Moj lik
Glance,Der Blick,Die Blicke,Der,Blick,blick,0,Mein Blick,Moj pogled
Goodbye,Der Abschied,-,Der,Abschied,abschied,0,Mein Abschied,Moj oproštaj
Parking,Das Parken,-,Das,Parken,parken,2,Mein Parken,Moje parkiralište
Breakfast,Das Frühstück,Die Frühstücke,Das,Frühstück,frühstück,2,Mein Frühstück,Moj doručak
Gesture,Die Geste,Die Gesten,Die,Geste,geste,1,Meine Geste,Moja gesta
Luck,Das Glück,-,Das,Glück,glück,2,Mein Glück,Moja sreća
Blanket,Die Decke,Die Decken,Die,Decke,decke,1,Meine Decke,Moja deka
Gas,Das Gas,-,Das,Gas,gas,2,Mein Gas,Moj plin
Corridor,Der Korridor,Die Korridore,Der,Korridor,korridor,0,Mein Korridor,Moj hodnik
Professor,Der Professor,Die Professoren,Der,Professor,professor,0,Mein Professor,Moj profesor
Play,Das Stück,Die Stücke,Das,Stück,stück,2,Mein Stück,Moj članak
Mistake,Der Fehler,Die Fehler,Der,Fehler,fehler,0,Mein Fehler,Mea culpa
University,Die Universität,Die Universitäten,Die,Universität,universität,1,Meine Universität,Moje sveučilište
Ocean,Der Ozean,Die Ozeane,Der,Ozean,ozean,0,Mein Ozean,Moj ocean
Century,Das Jahrhundert,Die Jahrhunderte,Das,Jahrhundert,jahrhundert,2,Mein Jahrhundert,Moje stoljeće
Honey,Der Honig,-,Der,Honig,honig,0,Mein Honig,Moj dušo
Pile,Der Stapel,Die Stapel,Der,Stapel,stapel,0,Mein Stapel,Moj Stack
Bowl,Die Schüssel,Die Schüsseln,Die,Schüssel,schüssel,1,Meine Schüssel,Moja zdjela
Base,Die Basis,Die Basen,Die,Basis,basis,1,Meine Basis,Moja baza
Fence,Der Zaun,Die Zäune,Der,Zaun,zaun,0,Mein Zaun,Moja ograda
Rule,Die Regel,Die Regeln,Die,Regel,regel,1,Meine Regel,Moje pravilo
Laughter,Das Lachen,-,Das,Lachen,lachen,2,Mein Lachen,Moj smijeh
Anger,Der Ärger,-,Der,Ärger,ärger,0,Mein Ärger,Moj bijes
Sweat,Der Schweiß,-,Der,Schweiß,schweiß,0,Mein Schweiß,Moj znoj
Accident,Der Unfall,Die Unfälle,Der,Unfall,unfall,0,Mein Unfall,Moja nesreća
Weather,Das Wetter,-,Das,Wetter,wetter,2,Mein Wetter,Moje vrijeme
Decision,Die Entscheidung,Die Entscheidungen,Die,Entscheidung,entscheidung,1,Meine Entscheidung,Moja odluka
Angel,Der Engel,Die Engel,Der,Engel,engel,0,Mein Engel,Moj anđeo
Strength,Die Stärke,Die Stärken,Die,Stärke,stärke,1,Meine Stärke,Moja snaga
Chicken,Das Huhn,Die Hühner,Das,Huhn,huhn,2,Mein Huhn,Moje pile
Study,Das Studium,Die Studien,Das,Studium,studium,2,Mein Studium,Moje studije
Tape,Das Band,Die Bänder,Das,Band,band,2,Mein Band,Moj bend
Wrist,Das Handgelenk,Die Handgelenke,Das,Handgelenk,handgelenk,2,Mein Handgelenk,Moje zapešće
Stop,Der Halt,Die Halte,Der,Halt,halt,0,Mein Halt,Moje držanje
Hip,Die Hüfte,Die Hüften,Die,Hüfte,hüfte,1,Meine Hüfte,Moj kuk
Government,Die Regierung,Die Regierungen,Die,Regierung,regierung,1,Meine Regierung,Moja Vlada
Belly,Der Bauch,Die Bäuche,Der,Bauch,bauch,0,Mein Bauch,Moj trbuh
Queen,Die Königin,Die Königinnen,Die,Königin,königin,1,Meine Königin,Moja kraljice
Report,Der Bericht,Die Berichte,Der,Bericht,bericht,0,Mein Bericht,Moje izvješće
Tail,Der Schwanz,Die Schwänze,Der,Schwanz,schwanz,0,Mein Schwanz,Moj kurac
Plant,Die Pflanze,Die Pflanzen,Die,Pflanze,pflanze,1,Meine Pflanze,Moja biljka
Flame,Die Flamme,Die Flammen,Die,Flamme,flamme,1,Meine Flamme,Moj plamen
Heaven,Der Himmel,Die Himmel,Der,Himmel,himmel,0,Mein Himmel,Moje nebo
Belt,Der Gürtel,Die Gürtel,Der,Gürtel,gürtel,0,Mein Gürtel,Moj pojas
Neighborhood,Die Nachbarschaft,Die Nachbarschaften,Die,Nachbarschaft,nachbarschaft,1,Meine Nachbarschaft,Moje susjedstvo
Energy,Die Energie,-,Die,Energie,energie,1,Meine Energie,Moja energija
Green,Das Grün,-,Das,Grün,grün,2,Mein Grün,Moja zelena
Quarter,Das Viertel,Die Viertel,Das,Viertel,viertel,2,Mein Viertel,Moje susjedstvo
Enemy,Der Feind,Die Feinde,Der,Feind,feind,0,Mein Feind,Moj neprijatelj
Move,Der Zug,Die Züge,Der,Zug,zug,0,Mein Zug,Moj vlak
Entrance,Der Eingang,Die Eingänge,Der,Eingang,eingang,0,Mein Eingang,Moj ulaz
Library,Die Bibliothek,Die Bibliotheken,Die,Bibliothek,bibliothek,1,Meine Bibliothek,Moja knjižnica
Writer,Der Schriftsteller,Die Schriftsteller,Der,Schriftsteller,schriftsteller,0,Mein Schriftsteller,Moj pisac
Peace,Der Frieden,-,Der,Frieden,frieden,0,Mein Frieden,Moj mir
Touch,Die Berührung,Die Berührungen,Die,Berührung,berührung,1,Meine Berührung,Moj dodir
Pot,Der Topf,Die Töpfe,Der,Topf,topf,0,Mein Topf,Moj lonac
Type,Die Art,-,Die,Art,art,1,Meine Art,Moj način
Cause,Die Ursache,Die Ursachen,Die,Ursache,ursache,1,Meine Ursache,Moj cilj
Rope,Das Seil,Die Seile,Das,Seil,seil,2,Mein Seil,Moje uže
Muscle,Der Muskel,Die Muskeln,Der,Muskel,muskel,0,Mein Muskel,Moj mišić
Painting,Das Gemälde,Die Gemälde,Das,Gemälde,gemälde,2,Mein Gemälde,Moja slika
Curtain,Der Vorhang,Die Vorhänge,Der,Vorhang,vorhang,0,Mein Vorhang,Moja zavjesa
Meal,Die Mahlzeit,Die Mahlzeiten,Die,Mahlzeit,mahlzeit,1,Meine Mahlzeit,Moj obrok
Act,Der Akt,Die Akte,Der,Akt,akt,0,Mein Akt,Moja golotinja
Wolf,Der Wolf,Die Wölfe,Der,Wolf,wolf,0,Mein Wolf,Moj vuk
Cabin,Die Kabine,Die Kabinen,Die,Kabine,kabine,1,Meine Kabine,Moja kabina
Charge,Die Gebühr,Die Gebühren,Die,Gebühr,gebühr,1,Meine Gebühr,Moja naknada
Clock,Die Uhr,Die Uhren,Die,Uhr,uhr,1,Meine Uhr,Moj sat
Passenger,Der Passagier,Die Passagiere,Der,Passagier,passagier,0,Mein Passagier,Moj suvozač
Buddy,Der Kumpel,Die Kumpel,Der,Kumpel,kumpel,0,Mein Kumpel,Moj prijatelj
Drug,Das Medikament,Die Medikamente,Das,Medikament,medikament,2,Mein Medikament,Moji lijekovi
Use,Die Verwendung,Die Verwendungen,Die,Verwendung,verwendung,1,Meine Verwendung,Moja upotreba
Bench,Die Bank,Die Bänke,Die,Bank,bank,1,Meine Bank,Moja banka
Traffic,Der Verkehr,-,Der,Verkehr,verkehr,0,Mein Verkehr,Moj promet
Relief,Die Erleichterung,-,Die,Erleichterung,erleichterung,1,Meine Erleichterung,Moje olakšanje
Cap,Die Mütze,Die Mützen,Die,Mütze,mütze,1,Meine Mütze,Moja kapa
Pack,Das Pack,Die Packs,Das,Pack,pack,2,Mein Pack,Moj paket
Weekend,Das Wochenende,Die Wochenenden,Das,Wochenende,wochenende,2,Mein Wochenende,Moj vikend
Stand,Der Stand,Die Stände,Der,Stand,stand,0,Mein Stand,Moj štand
Elevator,Der Aufzug,Die Aufzüge,Der,Aufzug,aufzug,0,Mein Aufzug,Moje dizalo
Birthday,Der Geburtstag,Die Geburtstage,Der,Geburtstag,geburtstag,0,Mein Geburtstag,Moj rođendan
Lily,Die Lilie,Die Lilien,Die,Lilie,lilie,1,Meine Lilie,Moj ljiljan
Iron,Das Eisen,Die Eisen,Das,Eisen,eisen,2,Mein Eisen,Moje željezo
Meat,Das Fleisch,-,Das,Fleisch,fleisch,2,Mein Fleisch,Moje tijelo
Eyebrow,Die Augenbraue,Die Augenbrauen,Die,Augenbraue,augenbraue,1,Meine Augenbraue,Moja obrva
Response,Die Antwort,Die Antworten,Die,Antwort,antwort,1,Meine Antwort,Moj odgovor
Speed,Die Geschwindigkeit,Die Geschwindigkeiten,Die,Geschwindigkeit,geschwindigkeit,1,Meine Geschwindigkeit,Moja brzina
Purpose,Der Zweck,Die Zwecke,Der,Zweck,zweck,0,Mein Zweck,Moja svrha
Skirt,Der Rock,Die Röcke,Der,Rock,rock,0,Mein Rock,Moja suknja
Square,Das Quadrat,Die Quadrate,Das,Quadrat,quadrat,2,Mein Quadrat,Moj trg
Drive,Die Fahrt,Die Fahrten,Die,Fahrt,fahrt,1,Meine Fahrt,Moja vožnja
Article,Der Artikel,Die Artikel,Der,Artikel,artikel,0,Mein Artikel,Moj članak
English,Das Englisch,-,Das,Englisch,englisch,2,Mein Englisch,Moj engleski
Tower,Der Turm,Die Türme,Der,Turm,turm,0,Mein Turm,Moj toranj
Battle,Die Schlacht,Die Schlachten,Die,Schlacht,schlacht,1,Meine Schlacht,Moja bitka
Film,Der Film,Die Filme,Der,Film,film,0,Mein Film,Moj film
Race,Das Rennen,Die Rennen,Das,Rennen,rennen,2,Mein Rennen,Moja utrka
Shock,Der Schock,Die Schocks,Der,Schock,schock,0,Mein Schock,Moj šok
Section,Die Sektion,Die Sektionen,Die,Sektion,sektion,1,Meine Sektion,Moj odjeljak
Manner,Die Art,-,Die,Art,art,1,Meine Art,Moj način
Sword,Das Schwert,Die Schwerter,Das,Schwert,schwert,2,Mein Schwert,Moj mač
Stick,Der Stock,Die Stöcke,Der,Stock,stock,0,Mein Stock,Moj štap
File,Die Datei,Die Dateien,Die,Datei,datei,1,Meine Datei,Moj dosje
Bread,Das Brot,-,Das,Brot,brot,2,Mein Brot,Moj kruh
Oil,Das Öl,-,Das,Öl,öl,2,Mein Öl,Moje ulje
Chain,Die Kette,Die Ketten,Die,Kette,kette,1,Meine Kette,Moja ogrlica
Department,Die Abteilung,Die Abteilungen,Die,Abteilung,abteilung,1,Meine Abteilung,Moj odjel
Project,Das Projekt,Die Projekte,Das,Projekt,projekt,2,Mein Projekt,Moj projekt
Murder,Der Mord,Die Morde,Der,Mord,mord,0,Mein Mord,Moje ubojstvo
Bear,Der Bär,Die Bären,Der,Bär,bär,0,Mein Bär,Moj medvjed
Test,Der Test,Die Tests,Der,Test,test,0,Mein Test,Moj test
