english,singular,plural,article,noun,x,y,possessive,croatian,n_words
Personality,Die Persönlichkeit,Die Persönlichkeiten,Die,Persönlichkeit,osobnost,1,moja,Moja osobnost,2
Campus,Der Campus,Die Campi,Der,Campus,kampus,0,moj,Moj kampus,2
Curse,Der Fluch,Die Flüche,Der,Fluch,prokletstvo,2,moje,Moje prokletstvo,2
Staircase,Das Treppenhaus,Die Treppenhäuser,Das,Treppenhaus,stubište,2,moje,Moje stubište,2
Urge,Der Drang,Die Dränge,Der,Drang,poriv,0,moj,Moj poriv,2
Frustration,Die Frustration,(usually uncountable),Die,Frustration,frustracija,1,moja,Moja frustracija,2
Pump,Die Pumpe,Die Pumpen,Die,Pumpe,pumpa,1,moja,Moja pumpa,2
Ease,Die Leichtigkeit,(usually uncountable),Die,Leichtigkeit,lakoća,1,moja,Moja lakoća,2
Solution,Die Lösung,Die Lösungen,Die,Lösung,rješenje,2,moje,Moje rješenje,2
Jewelry,Der Schmuck,(usually uncountable),Der,Schmuck,nakit,0,moj,Moj nakit,2
Siren,Die Sirene,Die Sirenen,Die,Sirene,sirena,1,moja,Moja sirena,2
Hit,Der Hit,Die Hits,Der,Hit,pogodak,0,moj,Moj pogodak,2
Tradition,Die Tradition,Die Traditionen,Die,Tradition,tradicija,1,moja,Moja tradicija,2
Curb,Der Bordstein,Die Bordsteine,Der,Bordstein,rubnik,0,moj,Moj rubnik,2
Variety,Die Vielfalt,Die Vielfalten,Die,Vielfalt,raznolikost,1,moja,Moja raznolikost,2
Pirate,Der Pirat,Die Piraten,Der,Pirat,gusar,0,moj,Moj gusar,2
Description,Die Beschreibung,Die Beschreibungen,Die,Beschreibung,opis,0,moj,Moj opis,2
Pitch,Die Tonhöhe,Die Tonhöhen,Die,Tonhöhe,prijedlog,0,moj,Moj prijedlog,2
Pizza,Die Pizza,Die Pizzen,Die,Pizza,pizza,1,moja,Moja pizza,2
Elephant,Der Elefant,Die Elefanten,Der,Elefant,slon,0,moj,Moj slon,2
Politics,Die Politik,(usually uncountable),Die,Politik,pravila,1,moja,Moja pravila,2
Tennis,Das Tennis,(usually uncountable),Das,Tennis,tenis,0,moj,Moj tenis,2
Hunger,Der Hunger,(usually uncountable),Der,Hunger,glad,1,moja,Moja glad,2
Genius,Das Genie,Die Genies,Das,Genie,genij,0,moj,Moj genij,2
Goat,Die Ziege,Die Ziegen,Die,Ziege,koza,1,moja,Moja koza,2
Victory,Der Sieg,Die Siege,Der,Sieg,pobjeda,1,moja,Moja pobjeda,2
Combination,Die Kombination,Die Kombinationen,Die,Kombination,kombinacija,1,moja,Moja kombinacija,2
Affiliation,Die Zugehörigkeit,Die Zugehörigkeiten,Die,Zugehörigkeit,pripadnost,1,moja,Moja pripadnost,2
Governor,Der Gouverneur,Die Gouverneure,Der,Gouverneur,guverner,0,moj,Moj guverner,2
Oxygen,Der Sauerstoff,(usually uncountable),Der,Sauerstoff,kisik,0,moj,Moj kisik,2
Bishop,Der Bischof,Die Bischöfe,Der,Bischof,biskup,0,moj,Moj biskup,2
Development,Die Entwicklung,Die Entwicklungen,Die,Entwicklung,razvoj,0,moj,Moj razvoj,2
Mate,Der Kamerad,Die Kameraden,Der,Kamerad,drug,0,moj,Moj drug,2
Rider,Der Reiter,Die Reiter,Der,Reiter,jahač,0,moj,Moj jahač,2
Orbit,Die Umlaufbahn,Die Umlaufbahnen,Die,Umlaufbahn,orbita,1,moja,Moja orbita,2
Vine,Die Rebe,Die Reben,Die,Rebe,loza,1,moja,Moja loza,2
Suite,Die Suite,Die Suiten,Die,Suite,apartman,0,moj,Moj apartman,2
Bartender,Der Barkeeper,Die Barkeeper,Der,Barkeeper,barmen,0,moj,Moj barmen,2
Coke,Die Cola,(usually uncountable),Die,Cola,cola,1,moja,Moja Cola,2
Tune,Die Melodie,Die Melodien,Die,Melodie,melodija,1,moja,Moja melodija,2
Glory,Der Ruhm,(usually uncountable),Der,Ruhm,slava,1,moja,Moja slava,2
Rabbi,Der Rabbi,(plural form is Rabbiner),Der,Rabbi,rabin,0,moj,Moj rabin,2
Cattle,Das Rindvieh,(usually uncountable),Das,Rindvieh,stoka,1,moja,Moja stoka,2
Ritual,Das Ritual,Die Rituale,Das,Ritual,ritual,0,moj,Moj ritual,2
Slice,Die Scheibe,Die Scheiben,Die,Scheibe,disk,0,moj,Moj disk,2
Homer,Der Homer,Die Homers,Der,Homer,homer,0,moj,Moj Homer,2
Fireplace,Der Kamin,Die Kamine,Der,Kamin,kamin,0,moj,Moj kamin,2
Jersey,Das Trikot,Die Trikots,Das,Trikot,dres,0,moj,Moj dres,2
Pop,Der Knall,Die Knalle,Der,Knall,prasak,0,moj,Moj prasak,2
Inn,Die Herberge,Die Herbergen,Die,Herberge,hostel,0,moj,Moj hostel,2
Deputy,Der Stellvertreter,Die Stellvertreter,Der,Stellvertreter,zamjenik,0,moj,Moj zamjenik,2
Despair,Die Verzweiflung,(usually uncountable),Die,Verzweiflung,očaj,0,moj,Moj očaj,2
Jazz,Der Jazz,(usually uncountable),Der,Jazz,jazz,0,moj,Moj Jazz,2
Hug,Die Umarmung,Die Umarmungen,Die,Umarmung,zagrljaj,0,moj,Moj zagrljaj,2
Humanity,Die Menschheit,(usually uncountable),Die,Menschheit,ljudskost,1,moja,Moja ljudskost,2
Craft,Das Handwerk,Die Handwerke,Das,Handwerk,zanat,0,moj,Moj zanat,2
Slip,Die Einlage,Die Einlagen,Die,Einlage,depozit,0,moj,Moj depozit,2
Armor,Die Rüstung,Die Rüstungen,Die,Rüstung,oklop,0,moj,Moj oklop,2
Backpack,Der Rucksack,Die Rucksäcke,Der,Rucksack,ruksak,0,moj,Moj ruksak,2
Symbol,Das Symbol,Die Symbole,Das,Symbol,simbol,0,moj,Moj simbol,2
Colony,Die Kolonie,Die Kolonien,Die,Kolonie,kolonija,1,moja,Moja kolonija,2
Conclusion,Der Schluss,Die Schlüsse,Der,Schluss,zaključak,0,moj,Moj zaključak,2
Nostril,Das Nasenloch,Die Nasenlöcher,Das,Nasenloch,nosnica,1,moja,Moja nosnica,2
Spear,Der Speer,Die Speere,Der,Speer,koplje,2,moje,Moje koplje,2
Impulse,Der Impuls,Die Impulse,Der,Impuls,impuls,0,moj,Moj impuls,2
Tomato,Die Tomate,Die Tomaten,Die,Tomate,rajčica,1,moja,Moja rajčica,2
Calf,Das Kalb,Die Kälber,Das,Kalb,tele,2,moje,Moje tele,2
Discovery,Die Entdeckung,Die Entdeckungen,Die,Entdeckung,otkriće,2,moje,Moje otkriće,2
Classroom,Das Klassenzimmer,Die Klassenzimmer,Das,Klassenzimmer,učionica,1,moja,Moja učionica,2
Delivery,Die Lieferung,Die Lieferungen,Die,Lieferung,isporuka,1,moja,Moja isporuka,2
Spray,Das Spray,Die Sprays,Das,Spray,sprej,0,moj,Moj sprej,2
Liquid,Die Flüssigkeit,Die Flüssigkeiten,Die,Flüssigkeit,tekućina,1,moja,Moja tekućina,2
Fuel,Der Treibstoff,(usually uncountable),Der,Treibstoff,gorivo,2,moje,Moje gorivo,2
Dome,Die Kuppel,Die Kuppeln,Die,Kuppel,kupola,1,moja,Moja kupola,2
Population,Die Bevölkerung,(usually uncountable),Die,Bevölkerung,populacija,1,moja,Moja populacija,2
Religion,Die Religion,Die Religionen,Die,Religion,religija,1,moja,Moja religija,2
Singer,Der Sänger,Die Sängerinnen,Der,Sänger,pjevač,0,moj,Moj pjevač,2
Illusion,Die Illusion,Die Illusionen,Die,Illusion,iluzija,1,moja,Moja iluzija,2
Zone,Die Zone,Die Zonen,Die,Zone,zona,1,moja,Moja zona,2
Standard,Der Standard,Die Standards,Der,Standard,standard,0,moj,Moj standard,2
Coal,Die Kohle,(usually uncountable),Die,Kohle,ugljen,0,moj,Moj ugljen,2
Lump,Der Kloß,Die Klöße,Der,Kloß,okruglica,1,moja,Moja okruglica,2
Charm,Der Charme,Die Charmes,Der,Charme,šarm,0,moj,Moj šarm,2
Legend,Die Legende,Die Legenden,Die,Legende,legenda,1,moja,Moja legenda,2
Consequence,Die Konsequenz,Die Konsequenzen,Die,Konsequenz,posljedica,1,moja,Moja posljedica,2
Observation,Die Beobachtung,Die Beobachtungen,Die,Beobachtung,zapažanje,2,moje,Moje zapažanje,2
Pay,Der Lohn,Die Löhne,Der,Lohn,nagrada,1,moja,Moja nagrada,2
Cherry,Die Kirsche,Die Kirschen,Die,Kirsche,trešnja,1,moja,Moja trešnja,2
Dealer,Der Händler,Die Händler,Der,Händler,trgovac,0,moj,Moj trgovac,2
Hurry,Die Eile,(usually uncountable),Die,Eile,žurba,1,moja,Moja žurba,2
Nonsense,Der Unsinn,(usually uncountable),Der,Unsinn,gluposti,2,moje,Moje gluposti,2
Committee,Der Ausschuss,Die Ausschüsse,Der,Ausschuss,odbor,0,moj,Moj odbor,2
Echo,Das Echo,Die Echos,Das,Echo,odjek,0,moj,Moj odjek,2
Slack,Der Nachgiebigkeit,(usually uncountable),Der,Nachgiebigkeit,usklađenost,1,moja,Moja usklađenost,2
Toast,Der Toast,Die Toasts,Der,Toast,zdravica,1,moja,Moja zdravica,2
Facility,Die Einrichtung,Die Einrichtungen,Die,Einrichtung,postavljanje,2,moje,Moje postavljanje,2
Basketball,Der Basketball,(usually uncountable),Der,Basketball,košarka,1,moja,Moja košarka,2
Senator,Der Senator,Die Senatoren,Der,Senator,senator,0,moj,Moj senator,2
Share,Die Aktie,Die Aktien,Die,Aktie,udio,0,moj,Moj udio,2
Eyelid,Das Augenlid,Die Augenlider,Das,Augenlid,kapak,0,moj,Moj kapak,2
Enthusiasm,Die Begeisterung,(usually uncountable),Die,Begeisterung,entuzijazam,0,moj,Moj entuzijazam,2
Turtle,Die Schildkröte,Die Schildkröten,Die,Schildkröte,kornjača,1,moja,Moja kornjača,2
Alcohol,Der Alkohol,(usually uncountable),Der,Alkohol,alkohol,0,moj,Moj alkohol,2
Turkey,Der Truthahn,Die Truthähne,Der,Truthahn,puretina,1,moja,Moja puretina,2
Preacher,Der Prediger,Die Prediger,Der,Prediger,propovjednik,0,moj,Moj propovjednik,2
Possession,Der Besitz,(usually uncountable),Der,Besitz,imovina,1,moja,Moja imovina,2
Linen,Das Leinen,(usually uncountable),Das,Leinen,posteljina,1,moja,Moja posteljina,2
Lecture,Der Vortrag,Die Vorträge,Der,Vortrag,prezentacija,1,moja,Moja prezentacija,2
Heap,Der Haufen,Die Haufen,Der,Haufen,hrpa,1,moja,Moja hrpa,2
Photographer,Der Fotograf,Die Fotografen,Der,Fotograf,fotograf,0,moj,Moj fotograf,2
Brake,Die Bremse,Die Bremsen,Die,Bremse,kočnica,1,moja,Moja kočnica,2
Apron,Die Schürze,Die Schürzen,Die,Schürze,pregača,1,moja,Moja pregača,2
Jury,Die Jury,Die Jurys,Die,Jury,žiri,0,moj,Moj žiri,2
Hearing,Die Anhörung,Die Anhörungen,Die,Anhörung,sluh,0,moj,Moj sluh,2
Gray,Das Grau,(usually uncountable),Das,Grau,siva,1,moja,Moja siva,2
Method,Die Methode,Die Methoden,Die,Methode,metoda,1,moja,Moja metoda,2
Reference,Die Referenz,Die Referenzen,Die,Referenz,referenca,1,moja,Moja referenca,2
Disgust,Der Ekel,(usually uncountable),Der,Ekel,gađenje,2,moje,Moje gađenje,2
Liquor,Der Schnaps,Die Schnäpse,Der,Schnaps,rakija,1,moja,Moja rakija,2
Core,Der Kern,Die Kerne,Der,Kern,srž,1,moja,Moja srž,2
Individual,Das Individuum,Die Individuen,Das,Individuum,pojedinac,0,moj,Moj pojedinac,2
Container,Der Container,Die Container,Der,Container,spremnik,0,moj,Moj spremnik,2
Whore,Die Hure,Die Huren,Die,Hure,kurva,1,moja,Moja kurva,2
Concert,Das Konzert,Die Konzerte,Das,Konzert,koncert,0,moj,Moj koncert,2
Railroad,Die Eisenbahn,Die Eisenbahnen,Die,Eisenbahn,željeznica,1,moja,Moja željeznica,2
Parade,Die Parade,Die Paraden,Die,Parade,parada,1,moja,Moja parada,2
Compartment,Das Abteil,Die Abteile,Das,Abteil,pretinac,0,moj,Moj pretinac,2
Resident,Der Bewohner,Die Bewohner,Der,Bewohner,stanovnik,0,moj,Moj stanovnik,2
Oven,Der Ofen,Die Öfen,Der,Ofen,pećnica,1,moja,Moja pećnica,2
Technician,Der Techniker,Die Techniker,Der,Techniker,tehničar,0,moj,Moj tehničar,2
Procedure,Das Verfahren,Die Verfahren,Das,Verfahren,postupak,0,moj,Moj postupak,2
Fighter,Der Kämpfer,Die Kämpfer,Der,Kämpfer,borac,0,moj,Moj borac,2
Grain,Das Korn,Die Körner,Das,Korn,zrno,2,moje,Moje zrno,2
Picnic,Das Picknick,Die Picknicks,Das,Picknick,piknik,0,moj,Moj piknik,2
Bud,Die Knospe,Die Knospen,Die,Knospe,pupoljak,0,moj,Moj pupoljak,2
Meadow,Die Wiese,Die Wiesen,Die,Wiese,livada,1,moja,Moja livada,2
Public,Die Öffentlichkeit,(usually uncountable),Die,Öffentlichkeit,javnost,1,moja,Moja javnost,2
Poison,Das Gift,Die Gifte,Das,Gift,otrov,0,moj,Moj otrov,2
Buffalo,Der Büffel,Die Büffel,Der,Büffel,bivol,0,moj,Moj bivol,2
Region,Die Region,Die Regionen,Die,Region,regija,1,moja,Moja regija,2
Production,Die Produktion,Die Produktionen,Die,Produktion,produkcija,1,moja,Moja produkcija,2
Soda,Die Limonade,Die Limonaden,Die,Limonade,limunada,1,moja,Moja limunada,2
Owl,Die Eule,Die Eulen,Die,Eule,sova,1,moja,Moja sova,2
Menu,Das Menü,Die Menüs,Das,Menü,jelovnik,0,moj,Moj jelovnik,2
Kick,Der Tritt,Die Tritte,Der,Tritt,udarac,0,moj,Moj udarac,2
Ruin,Der Ruin,Die Ruinen,Der,Ruin,propast,1,moja,Moja propast,2
Ramp,Die Rampe,Die Rampen,Die,Rampe,rampa,1,moja,Moja rampa,2
Streak,Die Streif,Die Streifen,Die,Streif,streif,0,moj,Moj Streif,2
Forearm,Der Unterarm,Die Unterarme,Der,Unterarm,podlaktica,1,moja,Moja podlaktica,2
Knuckle,Das Gelenk,Die Gelenke,Das,Gelenk,zglob,0,moj,Moj zglob,2
Goose,Die Gans,Die Gänse,Die,Gans,guska,1,moja,Moja guska,2
Brand,Die Marke,Die Marken,Die,Marke,brend,0,moj,Moj brend,2
Organ,Das Organ,Die Organe,Das,Organ,orgulje,2,moje,Moje orgulje,2
Butterfly,Der Schmetterling,Die Schmetterlinge,Der,Schmetterling,leptir,0,moj,Moj leptir,2
Empire,Das Imperium,Die Reiche,Das,Imperium,carstvo,2,moje,Moje carstvo,2
Profile,Das Profil,Die Profile,Das,Profil,profil,0,moj,Moj profil,2
Disbelief,Der Unglaube,(usually uncountable),Der,Unglaube,nevjerica,1,moja,Moja nevjerica,2
Grove,Der Hain,Die Haine,Der,Hain,šumarak,0,moj,Moj šumarak,2
Saddle,Der Sattel,Die Sättel,Der,Sattel,sedlo,2,moje,Moje sedlo,2
Odds,Die Chancen,(plural noun),Die,Chancen,šanse,2,moje,Moje šanse,2
Cluster,Der Cluster,Die Cluster,Der,Cluster,klaster,0,moj,Moj klaster,2
Satellite,Der Satellit,Die Satelliten,Der,Satellit,satelit,0,moj,Moj satelit,2
Trigger,Der Auslöser,Die Auslöser,Der,Auslöser,okidač,0,moj,Moj okidač,2
Puppy,Der Welpe,Die Welpen,Der,Welpe,štene,2,moje,Moje štene,2
Waiting,Das Warten,(usually uncountable),Das,Warten,čekanje,2,moje,Moje čekanje,2
Bulb,Die Glühbirne,Die Glühbirnen,Die,Glühbirne,žarulja,1,moja,Moja žarulja,2
Dresser,Die Kommode,Die Kommoden,Die,Kommode,komoda,1,moja,Moja komoda,2
Patrol,Die Patrouille,Die Patrouillen,Die,Patrouille,patrola,1,moja,Moja patrola,2
Eagle,Der Adler,Die Adler,Der,Adler,orao,0,moj,Moj orao,2
Privacy,Die Privatsphäre,(no plural form),Die,Privatsphäre,privatnost,1,moja,Moja privatnost,2
Herd,Die Herde,(plural noun),Die,Herde,stado,2,moje,Moje stado,2
Headache,Die Kopfschmerzen,(plural noun),Die,Kopfschmerzen,glavobolja,1,moja,Moja glavobolja,2
Tobacco,Der Tabak,(usually uncountable),Der,Tabak,duhan,0,moj,Moj duhan,2
Tattoo,Das Tattoo,Die Tattoos,Das,Tattoo,tetovaža,1,moja,Moja tetovaža,2
Slide,Die Rutsche,Die Rutschen,Die,Rutsche,slajd,0,moj,Moj slajd,2
Bond,Die Bindung,Die Bindungen,Die,Bindung,uvezivanje,2,moje,Moje uvezivanje,2
Swimming,Das Schwimmen,(usually uncountable),Das,Schwimmen,plivanje,2,moje,Moje plivanje,2
Foundation,Die Stiftung,Die Stiftungen,Die,Stiftung,temelj,0,moj,Moj temelj,2
Injury,Die Verletzung,Die Verletzungen,Die,Verletzung,ozljeda,1,moja,Moja ozljeda,2
League,Die Liga,Die Ligen,Die,Liga,liga,1,moja,Moja liga,2
Battery,Die Batterie,Die Batterien,Die,Batterie,baterija,1,moja,Moja baterija,2
Umbrella,Der Regenschirm,Die Regenschirme,Der,Regenschirm,kišobran,0,moj,Moj kišobran,2
Emperor,Der Kaiser,Die Kaiser,Der,Kaiser,car,0,moj,Moj car,2
Pier,Der Pier,Die Piers,Der,Pier,pristanište,0,moj,Moj pristanište,2
Tap,Der Wasserhahn,Die Wasserhähne,Der,Wasserhahn,slavina,1,moja,Moja slavina,2
Cutter,Der Cutter,Die Cutter,Der,Cutter,rezač,0,moj,Moj rezač,2
Tiger,Der Tiger,Die Tiger,Der,Tiger,tigar,0,moj,Moj tigar,2
Ancestor,Der Vorfahr,Die Vorfahren,Der,Vorfahr,predak,0,moj,Moj predak,2
Concentration,Die Konzentration,(usually uncountable),Die,Konzentration,koncentracija,1,moja,Moja koncentracija,2
Blessing,Der Segen,Die Segen,Der,Segen,blagoslov,0,moj,Moj blagoslov,2
Torch,Die Fackel,Die Fackeln,Die,Fackel,baklja,1,moja,Moja baklja,2
Ink,Die Tinte,(usually uncountable),Die,Tinte,tinta,1,moja,Moja tinta,2
Plot,Die Handlung,Die Handlungen,Die,Handlung,radnja,1,moja,Moja radnja,2
Rent,Die Miete,Die Mieten,Die,Miete,stanarina,1,moja,Moja stanarina,2
Mule,Die Maultier,Die Maultiere,Die,Maultier,mazga,1,moja,Moja mazga,2
Environment,Die Umwelt,Die Umwelten,Die,Umwelt,okruženje,2,moje,Moje okruženje,2
Frown,Die Stirnrunzeln,(plural noun),Die,Stirnrunzeln,mrštenje,2,moje,Moje mrštenje,2
Inspector,Der Inspektor,Die Inspektoren,Der,Inspektor,inspektor,0,moj,Moj inspektor,2
Complaint,Die Beschwerde,Die Beschwerden,Die,Beschwerde,žalba,1,moja,Moja žalba,2
Chuck,Die Wegwerfen,(usually uncountable),Die,Wegwerfen,odbacivanje,2,moje,Moje odbacivanje,2
Clearing,Die Lichtung,Die Lichtungen,Die,Lichtung,čišćenje,2,moje,Moje čišćenje,2
Crisis,Die Krise,Die Krisen,Die,Krise,kriza,1,moja,Moja kriza,2
Wealth,Der Reichtum,(usually uncountable),Der,Reichtum,bogatstvo,2,moje,Moje bogatstvo,2
Civilization,Die Zivilisation,Die Zivilisationen,Die,Zivilisation,civilizacija,1,moja,Moja civilizacija,2
Concept,Das Konzept,Die Konzepte,Das,Konzept,koncept,0,moj,Moj koncept,2
Lamb,Das Lamm,Die Lämmer,Das,Lamm,janje,2,moje,Moje janje,2
Cuff,Das Manschette,Die Manschetten,Das,Manschette,manžetna,1,moja,Moja manžetna,2
Virgin,Die Jungfrau,Die Jungfrauen,Die,Jungfrau,djevica,1,moja,Moja Djevica,2
Squirrel,Das Eichhörnchen,Die Eichhörnchen,Das,Eichhörnchen,vjeverica,1,moja,Moja vjeverica,2
Depression,Die Depression,Die Depressionen,Die,Depression,depresija,1,moja,Moja depresija,2
Storage,Die Lagerung,Die Lagerungen,Die,Lagerung,pohrana,1,moja,Moja pohrana,2
Altar,Der Altar,Die Altäre,Der,Altar,oltar,0,moj,Moj oltar,2
Tragedy,Die Tragödie,Die Tragödien,Die,Tragödie,tragedija,1,moja,Moja tragedija,2
Resource,Die Ressource,Die Ressourcen,Die,Ressource,resurs,0,moj,Moj resurs,2
Traveler,Der Reisende,Die Reisenden,Der,Reisende,putnik,0,moj,Moj putnik,2
Kingdom,Das Königreich,Die Königreiche,Das,Königreich,kraljevstvo,2,moje,Moje Kraljevstvo,2
Jewel,Das Juwel,Die Juwelen,Das,Juwel,dragulj,0,moj,Moj dragulj,2
Musician,Der Musiker,Die Musiker,Der,Musiker,glazbenik,0,moj,Moj glazbenik,2
Elf,Der Elf,Die Elfen,Der,Elf,vilenjak,0,moj,Moj vilenjak,2
Protest,Der Protest,Die Proteste,Der,Protest,prosvjed,0,moj,Moj prosvjed,2
Aspect,Der Aspekt,Die Aspekte,Der,Aspekt,aspekt,0,moj,Moj aspekt,2
Slipper,Der Pantoffel,Die Pantoffel,Der,Pantoffel,papuča,1,moja,Moja papuča,2
Actress,Die Schauspielerin,Die Schauspielerinnen,Die,Schauspielerin,glumica,1,moja,Moja glumica,2
Shooting,Das Schießen,(usually uncountable),Das,Schießen,pucanje,2,moje,Moje pucanje,2
Earring,Der Ohrring,Die Ohrringe,Der,Ohrring,naušnica,1,moja,Moja naušnica,2
Ant,Die Ameise,Die Ameisen,Die,Ameise,mrav,0,moj,Moj mrav,2
Patty,Das Brötchen,Die Brötchen,Das,Brötchen,peciva,1,moja,Moja peciva,2
Sauce,Die Sauce,Die Saucen,Die,Sauce,umak,0,moj,Moj umak,2
Intensity,Die Intensität,(usually uncountable),Die,Intensität,intenzitet,0,moj,Moj intenzitet,2
Ditch,Der Graben,Die Gräben,Der,Graben,kopanje,2,moje,Moje kopanje,2
Daisy,Das Gänseblümchen,Die Gänseblümchen,Das,Gänseblümchen,tratinčica,1,moja,Moja tratinčica,2
Chapel,Die Kapelle,Die Kapellen,Die,Kapelle,kapela,1,moja,Moja kapela,2
Swamp,Das Sumpf,Die Sümpfe,Das,Sumpf,močvara,1,moja,Moja močvara,2
Guess,Die Vermutung,Die Vermutungen,Die,Vermutung,pretpostavka,1,moja,Moja pretpostavka,2
Crane,Der Kran,Die Kräne,Der,Kran,dizalica,1,moja,Moja dizalica,2
Encounter,Das Aufeinandertreffen,Die Aufeinandertreffen,Das,Aufeinandertreffen,susret,0,moj,Moj susret,2
Sequence,Die Abfolge,Die Abfolgen,Die,Abfolge,slijed,0,moj,Moj slijed,2
Fragment,Das Fragment,Die Fragmente,Das,Fragment,fragment,0,moj,Moj fragment,2
Draft,Die Ausarbeitung,Die Ausarbeitungen,Die,Ausarbeitung,razrada,1,moja,Moja razrada,2
Function,Die Funktion,Die Funktionen,Die,Funktion,funkcija,1,moja,Moja funkcija,2
Skeleton,Das Skelett,Die Skelette,Das,Skelett,kostur,0,moj,Moj kostur,2
Misery,Das Elend,(usually uncountable),Das,Elend,bijeda,1,moja,Moja bijeda,2
Stump,Der Stumpf,Die Stümpfe,Der,Stumpf,panj,0,moj,Moj panj,2
Puff,Das Puff,Die Puffs,Das,Puff,pouf,0,moj,Moj pouf,2
Creation,Die Schaffung,Die Schaffungen,Die,Schaffung,kreacija,1,moja,Moja kreacija,2
Wake,Das Erwachen,Die Erwachen,Das,Erwachen,buđenje,2,moje,Moje buđenje,2
Wizard,Der Zauberer,Die Zauberer,Der,Zauberer,mađioničar,0,moj,Moj mađioničar,2
Mat,Das Matte,Die Matten,Das,Matte,prostirka,1,moja,Moja prostirka,2
Grunt,Das Grunzen,Die Grunzen,Das,Grunzen,gunđanje,2,moje,Moje gunđanje,2
Punishment,Die Bestrafung,Die Bestrafungen,Die,Bestrafung,kazna,1,moja,Moja kazna,2
Clan,Der Clan,Die Clans,Der,Clan,klan,0,moj,Moj klan,2
Copper,Das Kupfer,(usually uncountable),Das,Kupfer,bakar,0,moj,Moj bakar,2
Debris,Der Schutt,(no plural form),Der,Schutt,ruševine,2,moje,Moje ruševine,2
Painter,Der Maler,Die Maler,Der,Maler,slikar,0,moj,Moj slikar,2
Steering,Die Lenkung,Die Lenkungen,Die,Lenkung,upravljanje,2,moje,Moje upravljanje,2
Math,Die Mathematik,(usually uncountable),Die,Mathematik,matematika,1,moja,Moja matematika,2
Recognition,Die Anerkennung,(usually uncountable),Die,Anerkennung,zahvalnost,1,moja,Moja zahvalnost,2
Mill,Die Mühle,Die Mühlen,Die,Mühle,mlin,0,moj,Moj mlin,2
Romance,Die Romanze,Die Romanzen,Die,Romanze,romansa,1,moja,Moja romansa,2
Patio,Die Terrasse,Die Terrassen,Die,Terrasse,terasa,1,moja,Moja terasa,2
Shovel,Die Schaufel,Die Schaufeln,Die,Schaufel,lopata,1,moja,Moja lopata,2
Pajamas,Der Schlafanzug,Die Schlafanzüge,Der,Schlafanzug,pidžama,1,moja,Moja pidžama,2
EMail,Die E-Mail,Die E-Mails,Die,E-Mail,e-pošta,1,moja,Moja e-pošta,2
Pigeon,Die Taube,Die Tauben,Die,Taube,golubica,1,moja,Moja golubica,2
Dinosaur,Der Dinosaurier,Die Dinosaurier,Der,Dinosaurier,dinosaur,0,moj,Moj dinosaur,2
Industry,Die Industrie,Die Industrien,Die,Industrie,industrija,1,moja,Moja industrija,2
Operator,Der Operator,Die Operatoren,Der,Operator,operater,0,moj,Moj operater,2
Counselor,Der Berater,Die Berater,Der,Berater,savjetnik,0,moj,Moj savjetnik,2
Principle,Das Prinzip,Die Prinzipien,Das,Prinzip,načelo,2,moje,Moje načelo,2
Drama,Das Drama,Die Dramen,Das,Drama,drama,1,moja,Moja drama,2
Chick,Das Küken,Die Küken,Das,Küken,cura,1,moja,Moja cura,2
Chart,Das Diagramm,Die Diagramme,Das,Diagramm,dijagram,0,moj,Moj dijagram,2
Campaign,Die Kampagne,Die Kampagnen,Die,Kampagne,kampanja,1,moja,Moja kampanja,2
Laurel,Der Lorbeer,Die Lorbeeren,Der,Lorbeer,lovor,0,moj,Moj lovor,2
Steak,Das Steak,Die Steaks,Das,Steak,odrezak,0,moj,Moj odrezak,2
Criminal,Der Verbrecher,Die Verbrecher,Der,Verbrecher,zločinac,0,moj,Moj zločinac,2
Globe,Der Globus,Die Globen,Der,Globus,globus,0,moj,Moj globus,2
Bruise,Der Bluterguss,Die Blutergüsse,Der,Bluterguss,modrica,1,moja,Moja modrica,2
Sweetheart,Die Liebste,Die Liebsten,Die,Liebste,najdraža,1,moja,Moja najdraža,2
Opera,Die Oper,Die Opern,Die,Oper,opera,1,moja,Moja opera,2
Frost,Der Frost,(no plural form),Der,Frost,mraz,0,moj,Moj mraz,2
Nipple,Die Brustwarze,Die Brustwarzen,Die,Brustwarze,bradavica,1,moja,Moja bradavica,2
Reverend,Der Pfarrer,Die Pfarrer,Der,Pfarrer,pastor,0,moj,Moj pastor,2
Haze,Der Dunst,(usually uncountable),Der,Dunst,izmaglica,1,moja,Moja izmaglica,2
Weakness,Die Schwäche,Die Schwächen,Die,Schwäche,slabost,1,moja,Moja slabost,2
Cooking,Das Kochen,(usually uncountable),Das,Kochen,kuhanje,2,moje,Moje kuhanje,2
Butcher,Der Metzger,Die Metzger,Der,Metzger,mesar,0,moj,Moj mesar,2
Cube,Der Würfel,Die Würfel,Der,Würfel,kocka,1,moja,Moja kocka,2
Hollow,Die Hohlheit,Die Hohlheiten,Die,Hohlheit,šupljina,1,moja,Moja šupljina,2
Bump,Der Stoß,Die Stöße,Der,Stoß,potisak,0,moj,Moj potisak,2
Hay,Das Heu,(usually uncountable),Das,Heu,sijeno,2,moje,Moje sijeno,2
Bark,Die Rinde,Die Rinden,Die,Rinde,lavež,0,moj,Moj lavež,2
Survival,Das Überleben,(usually uncountable),Das,Überleben,opstanak,0,moj,Moj opstanak,2
